Public Food Key,Food Profile ID,Derivation,Food Name,Food Description,Sampling Details,Nitrogen Factor,Fat Factor,Specific Gravity,Analysed Portion,Unanalysed Portion,Classification,Classification Name
F000843,6849,Recipe,"Beef, steak, boneless, round, semi-trimmed, raw",Raw beef from the hind portion of the carcase. Lean muscle meat with internal fat. All possible external fat removed.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,100%,0%,18101,Beef
F000842,6850,Recipe,"Beef, steak, boneless, round, semi-trimmed, grilled, no added fat",Cooked beef from the hind portion of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with internal fat. Majority of external fat removed after cooking.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,"96.2% (lean meat 93.8%, internal fat 2.4%)","3.8% (external fat 2.4%, bone/gristle 1.4%)",18101,Beef
F000845,6851,Recipe,"Beef, steak, boneless, round, untrimmed, raw",Raw beef from the hind portion of the carcase. Lean muscle meat with internal and external fat attached.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,100%,0%,18101,Beef
F000844,6852,Recipe,"Beef, steak, boneless, round, untrimmed, grilled, no added fat",Cooked beef from the hind portion of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with internal and external fat attached.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,"98.6% (lean meat 93.8%, internal fat 2.4%, external fat 2.4%)",1.4% (bone/gristle),18101,Beef
F000739,6853,Analysed,"Beef, rump steak, lean, raw","Raw beef from the hind portion of the carcase. Lean muscle meat only, with all possible internal and external separable fat removed.","The majority of nutrient data were derived from a composite of 10 samples of rump steak purchased in Melbourne and Sydney in 2002 (MLA, 2007). Vitamin D was based on pooled data for raw beef analysed in 2015/16. B6, B12 and Se were derived from samples of rump steak purchased in Adelaide in 1992. Iodine was derived from 10 samples of rump steak purchased in 2006. Vitamin C was derived from a composite sample of lean blade steak purchased in Adelaide in 1988. Tryptophan was estimated as the average of 4 samples of mince and rump steak analysed in 2006 and 2008. Ash was imputed from veal. Folate was imputed from beef mince. Proximates (starch, individual sugars, fibre, alcohol), folic acid and caffeine were imputed zero.",6.25,0.92,0,100%,0%,18101,Beef
F000738,6854,Analysed,"Beef, rump steak, lean, grilled, no added fat","Cooked beef from the hind portion of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat only, with all possible internal and external separable fat removed after cooking.","The majority of nutrient data were derived from a composite of 10 samples of rump steak purchased in Melbourne and Sydney in 2002 (MLA 2007). Vitamin D was based on pooled data for raw beef analysed in 2015/16. B6, B12 and Se were derived from samples of rump steak purchased in Adelaide in 1992. Iodine was derived from 10 samples of grilled beef rump steak purchased in 2006. Tryptophan was estimated as the average of 4 samples of mince and rump steak analysed in 2006 and 2008. Ash was imputed from veal. Folate was imputed from beef mince. Proximates (starch, individual sugars, fibre, alcohol), folic acid, vitamin C and caffeine were imputed zero.",6.25,0.92,0,100%,0%,18101,Beef
F000752,6855,Recipe,"Beef, rump steak, semi-trimmed, raw",Raw beef from the hind portion of the carcase. Lean muscle meat with internal fat. Majority of external fat removed.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,100%,0%,18101,Beef
F000751,6856,Recipe,"Beef, rump steak, semi-trimmed, grilled, no added fat",Cooked beef from the hind portion of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with internal fat. Majority of external fat removed after cooking.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,"89.3% (lean meat 84.1%, internal fat 5.2%)","10.7% (external fat 6.8%, bone/gristle 3.9%)",18101,Beef
F000765,6857,Recipe,"Beef, rump steak, untrimmed, raw",Raw beef from the hind portion of the carcase. Lean muscle meat with internal and external fat attached.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,100%,0%,18101,Beef
F000764,6858,Recipe,"Beef, rump steak, untrimmed, grilled, no added fat",Cooked beef from the hind portion of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with internal and external fat attached.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,"96.1% (lean meat 84.1%, internal fat 5.2%, external fat 6.8%)",3.9% (bone/gristle),18101,Beef
F000847,6859,Analysed,"Beef, steak, boneless, scotch fillet, lean, raw","Raw beef from the fore portion of the carcase. Lean muscle meat only, with all possible internal and external separable fat removed.","Proximates were derived from a composite of 10 samples of scotch fillet steak purchased in Melbourne and Sydney in 2002 (MLA, 2007). Most vitamins, minerals and fatty acids were derived from a pooled sample of fillet, sirloin, scotch fillet and T-bone cuts using the samples gathered for proximate analysis in the same program. Vitamin D was based on pooled data for raw beef analysed in 2015/16. B6, B12 and Se were derived from samples of rib eye steak purchased in Adelaide in 1992. Iodine was derived from 10 samples of grilled beef rump steak purchased in 2006. Tryptophan was estimated as the average of 4 samples of mince and rump steak analysed in 2006 and 2008. Vitamin C was derived from a composite sample of lean blade steak purchased in Adelaide during 1988. Folate was imputed from beef mince. Beta-carotene and retinol were imputed from beef rump steak. Ash was imputed from veal. Proximates (starch, fibre, individual sugars, alcohol), folic acid and caffeine were imputed zero.",6.25,0.92,0,100%,0%,18101,Beef
F000846,6860,Analysed,"Beef, steak, boneless, scotch fillet, lean, grilled, no added fat","Cooked beef from the fore portion of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat only, with all possible internal and external separable fat removed after cooking.","Proximates were derived from a composite of 10 samples of scotch fillet steak purchased in Melbourne and Sydney in 2002 (MLA, 2007). Most vitamins, minerals and fatty acids were derived from a pooled sample of fillet, sirloin, scotch fillet and T-bone cuts using the samples gathered for proximate analysis in the same program. Vitamin D was based on pooled data for raw beef analysed in 2015/16. Vitamin B6, B12 and Se were derived from samples of fillet steak purchased in Adelaide in 1992. Iodine was derived from 10 samples of grilled beef rump steak purchased in 2006. Tryptophan was estimated as the average of 4 samples of mince and rump steak analysed in 2006 and 2008. Ash was imputed from veal. Folate was imputed from beef mince. Proximates (starch, individual sugars, fibre, alcohol), folic acid, vitamin C and caffeine were imputed zero. Note low sum of proximates - data should be used with caution.",6.25,0.92,0,100%,0%,18101,Beef
F000830,6893,Recipe,"Beef, steak, boneless rump or sirloin, lean, raw",Raw beef from the midsection of the carcase. Lean muscle meat with some inseparable internal fat. Majority of internal and external separable fat removed.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,"78.7% (lean meat 77.1%, inseparable internal fat 1.6%)","20.8% (internal fat 3.3%, external fat 17.5%)",18101,Beef
F000829,6894,Recipe,"Beef, steak, boneless rump or sirloin, lean, grilled, no added fat",Cooked beef from the midsection of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with some inseparable internal fat. All possible internal and external separable fat removed after cooking.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients. ,0,0,0,"78.7% (lean meat 77.9%, inseparable internal fat 0.8%)","21.3% (internal fat 3.5%, external fat 16.4%, bone/gristle 1.4%)",18101,Beef
F000832,6895,Recipe,"Beef, steak, boneless rump or sirloin, semi-trimmed, raw",Raw beef from the midsection of the carcase. Lean muscle meat with internal fat. Majority of external fat removed.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients. ,0,0,0,"82% (lean meat 77.1%, internal fat 4.9%)",17.5% (external fat),18101,Beef
F000831,6896,Recipe,"Beef, steak, boneless rump or sirloin, semi-trimmed, grilled, no added fat",Cooked beef from the midsection of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with internal fat. Majority of external fat removed after cooking.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,"82.2% (lean meat 77.9%, internal fat 4.3%)","17.8% (external fat 16.4%, bone/gristle 1.4%)",18101,Beef
F000834,6897,Recipe,"Beef, steak, boneless rump or sirloin, untrimmed, raw",Raw beef from the midsection of the carcase. Lean muscle meat with internal and external fat attached.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients. ,0,0,0,"98.9% (lean meat 77.1%, internal fat 4.3%, external fat 17.5%)",1.1% (bone/gristle),18101,Beef
F000833,6898,Recipe,"Beef, steak, boneless rump or sirloin, untrimmed, grilled, no added fat",Cooked beef from the midsection of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with internal and external fat attached.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,"98.6% (lean meat 77.9%, internal fat 4.3%, external fat 16.4%)",1.4% (bone/gristle),18101,Beef
F000849,6861,Recipe,"Beef, steak, boneless, scotch fillet, semi-trimmed, raw",Raw beef from the fore portion of the carcase. Lean muscle meat with internal fat. Majority of external fat removed.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,"92.3% (lean 80.9%, internal fat 11.4%)","7.7% (external fat 7.6%, bone/gristle 0.1%)",18101,Beef
F000848,6862,Recipe,"Beef, steak, boneless, scotch fillet, semi-trimmed, grilled, no added fat",Cooked beef from the fore portion of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with internal fat. Majority of external fat removed after cooking.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,"92.3% (lean 83.4%, internal fat 8.9%)","7.7% (external fat 6.1%, bone/gristle 1.6%)",18101,Beef
F000851,6863,Recipe,"Beef, steak, boneless, scotch fillet, untrimmed, raw",Raw beef from the fore portion of the carcase. Lean muscle meat with internal and external fat attached.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,"99.9% (lean meat 80.9%, internal fat 11.4%, external fat 7.6%)",0.1% (bone/gristle),18101,Beef
F000850,6864,Recipe,"Beef, steak, boneless, scotch fillet, untrimmed, grilled, no added fat",Cooked beef from the fore portion of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with internal and external fat attached.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,"98.4% (lean meat 83.4%, internal fat 8.9%, external fat 6.1%)",1.6% (bone/gristle),18101,Beef
F000792,6865,Analysed,"Beef, silverside roast, lean, raw","Raw beef from the hind portion of the carcase. Lean muscle meat only, with all possible internal and external separable fat removed.","Proximates were derived from a composite of 10 samples of silverside roast purchased in Melbourne and Sydney in 2002 (MLA, 2007). Most vitamins, minerals and fatty acids were derived from a pooled sample of topside and silverside cuts using the samples gathered for proximate analysis in the same program. B6, B12 and Se were derived from samples of non-corned silverside purchased in Adelaide during 1992. Vitamin D was based on pooled data for raw beef analysed in 2015/16. Iodine was derived from 10 samples of grilled beef rump steak purchased in 2006. Tryptophan was estimated as the average of 4 samples of mince and rump steak analysed in 2006 and 2008. Vitamin C was derived from a composite sample of lean blade steak purchased in Adelaide in 1988. Folate was imputed from beef mince. Ash was imputed from veal. Proximates (starch, fibre, individual sugars, alcohol), folic acid and caffeine were imputed zero.",6.25,0.92,0,100%,0%,18101,Beef
F000793,6866,Analysed,"Beef, silverside roast, lean, roasted, no added fat","Cooked beef from the hind portion of the carcase. Oven baked to an internal temperature of 70 degrees celsius with no added fat. Lean muscle meat only, with all possible internal and external separable fat removed after cooking.","Proximates were derived from a composite of 10 samples of silverside roast purchased in Melbourne and Sydney in 2002 (MLA, 2007). Most vitamins, minerals and fatty acids were derived from a pooled sample of topside and silverside cuts using the samples gathered for proximate analysis in the same program. Vitamin D was based on pooled data for raw beef analysed in 2015/16. Se was derived from samples of non-corned silverside purchased in Adelaide in 1992. Iodine was derived from 10 samples of grilled beef rump steak purchased in 2006. Tryptophan was estimated as the average of 4 samples of mince and rump steak analysed in 2006 and 2008. Ash was imputed from veal. Folate was imputed from beef mince. Proximates (starch, fibre, individual sugars, alcohol), folic acid, vitamin C and caffeine were imputed zero.",6.25,0.92,0,100%,0%,18101,Beef
F000795,6867,Recipe,"Beef, silverside roast, semi-trimmed, raw",Raw beef from the hind portion of the carcase. Lean muscle meat with internal fat. Majority of external fat removed.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,"90.8% (lean meat 87.5%, internal fat 3.3%)","8.6% (external fat 7.4%, bone/gristle 1.2%)",18101,Beef
F000796,6868,Recipe,"Beef, silverside roast, semi-trimmed, roasted, no added fat",Cooked beef from the hind portion of the carcase. Oven baked to an internal temperature of 70 degrees celsius with no added fat. Lean muscle meat with internal fat. Majority of external fat removed after cooking.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,"93.1% (lean meat 90.9%, internal fat 2.2%)","6.9% (external fat 5.7%, bone/gristle 1.2%)",18101,Beef
F000798,6869,Recipe,"Beef, silverside roast, untrimmed, raw",Raw beef from the hind portion of the carcase. Lean muscle meat with internal and external fat attached.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,"98.8% (lean meat 87.5%, internal fat 3.3%, external fat 7.4%)",1.2% (bone/gristle),18101,Beef
F000799,6870,Recipe,"Beef, silverside roast, untrimmed, roasted, no added fat",Cooked beef from the hind portion of the carcase. Oven baked to an internal temperature of 70 degrees celsius with no added fat. Lean muscle meat with internal and external fat attached.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,"98.8% (lean meat 90.9%, internal fat 2.2%, external fat 5.7%)",1.2% (bone/gristle),18101,Beef
F000810,6871,Analysed,"Beef, sirloin steak, lean, raw","Raw beef from the midsection of the carcase. Lean muscle meat only, with all possible internal and external separable fat removed.","Proximates were derived from a composite of 10 samples of sirloin steak purchased in Melbourne and Sydney in 2002 (MLA, 2007). Most vitamins, minerals and fatty acids were derived from a pooled sample of fillet, sirloin, scotch fillet and T-bone cuts using the samples gathered for proximate analysis in the same program. Vitamin D was based on pooled data for raw beef analysed in 2015/16. B6, B12 and Se were derived from samples of sirloin steak purchased in Adelaide in 1992. Vitamin C was derived from a composite sample of lean blade steak purchased in Adelaide in 1988. Iodine was derived from 10 samples of grilled beef rump steak purchased in 2006. Tryptophan was estimated as the average of 4 samples of mince and rump steak analysed in 2006 and 2008. Folate was imputed from beef mince. Ash was imputed from veal. Proximates (starch, fibre, individual sugars, alcohol), folic acid and caffeine were imputed zero.",6.25,0.92,0,100%,0%,18101,Beef
F000809,6872,Analysed,"Beef, sirloin steak, lean, grilled, no added fat","Cooked beef from the midsection of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat only, with all possible internal and external separable fat removed after cooking.","Proximates were derived from a composite of 10 samples of sirloin steak purchased in Melbourne and Sydney in 2002 (MLA, 2007). Most vitamins, minerals and fatty acids were derived from a pooled sample of fillet, sirloin, scotch fillet and T-bone cuts using the samples gathered for proximate analysis in the same program. B6 and B12 were derived from stir fry strips analysed as part of the same program. Vitamin D was based on pooled data for raw beef analysed in 2015/16. Se was derived from samples of sirloin steak purchased in Adelaide in 1992. Iodine was derived from 10 samples of grilled beef rump steak purchased in 2006. Tryptophan was estimated as the average of 4 samples of mince and rump steak analysed in 2006 and 2008. Ash was imputed from veal. Folate was imputed from beef mince. Proximates (starch, individual sugars, fibre, alcohol), folic acid, vitamin C and caffeine were imputed zero.",6.25,0.92,0,100%,0%,18101,Beef
F000818,6873,Recipe,"Beef, sirloin steak, semi-trimmed, raw",Raw beef from the midsection of the carcase. Lean muscle meat with internal fat. Majority of external fat removed.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,"82% (lean meat 77.1%, internal fat 4.9%)",17.5% (external fat),18101,Beef
F000817,6874,Recipe,"Beef, sirloin steak, semi-trimmed, grilled, no added fat",Cooked beef from the midsection of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with internal fat. Majority of external fat removed after cooking.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,"82.2% (lean meat 77.9%, internal fat 4.3%)","17.8% (external fat 16.4%, bone/gristle 1.4%)",18101,Beef
F000825,6875,Recipe,"Beef, sirloin steak, untrimmed, raw",Raw beef from the midsection of the carcase. Lean muscle meat with internal and external fat attached.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,"98.9% (lean meat 77.1%, internal fat 4.3%, external fat 17.5%)",1.1% (bone/gristle),18101,Beef
F000824,6876,Recipe,"Beef, sirloin steak, untrimmed, grilled, no added fat",Cooked beef from the midsection of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with internal and external fat attached.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,"98.6% (lean meat 77.9%, internal fat 4.3%, external fat 16.4%)",1.4% (bone/gristle),18101,Beef
F000931,6877,Analysed,"Beef, stir-fry strips, lean, raw","Raw beef, purchased as strips and likely to be from various regions of the carcase. Lean muscle meat only, with all possible internal and external separable fat removed.","Proximates were derived from a composite of 10 samples of stir-fry strips purchased in Melbourne and Sydney in 2002 (MLA, 2007). Most vitamins, minerals and fatty acids were derived from a pooled sample of stir-fry and diced cuts using the samples gathered for proximate analysis in the same program. Vitamin D was based on pooled data for raw beef analysed in 2015/16. B6, B12 and Se were derived from samples of topside roast purchased in Adelaide in 1992. Iodine was derived from 10 samples of grilled beef rump steak purchased in 2006. Tryptophan was estimated as the average of 4 samples of mince and rump steak analysed in 2006 and 2008. Vitamin C was derived from a composite sample of lean blade steak purchased in Adelaide in 1988. Ash was imputed from veal. Folate was imputed from beef mince. Proximates (starch, fibre, individual sugars, alcohol), folic acid and caffeine were imputed zero. Note high sum of proximates - data should be used with caution.",6.25,0.92,0,100%,0%,18101,Beef
F000929,6878,Analysed,"Beef, stir-fry strips, lean, dry-fried, no added fat","Cooked beef, purchased diced and likely to be from various regions of the carcase. Fried for 3-5 minutes with no added fat. Lean muscle meat only, with all possible internal and external separable fat removed after cooking.","Proximates were derived from a composite of 10 samples of stir-fry strips purchased in Melbourne and Sydney in 2002 (MLA, 2007). Most vitamins, minerals and fatty acids were derived from a pooled sample of stir-fry and diced purchases using the samples gathered for proximate analysis in the same program. Se was derived from diced cuts analysed as part of the same program. Vitamin D was based on pooled data for raw beef analysed in 2015/16. Iodine was derived from 10 samples of grilled beef rump steak purchased in 2006. Tryptophan was estimated as the average of 4 samples of mince and rump steak analysed in 2006 and 2008. Ash was imputed from veal. Folate was imputed from beef mince. Proximates (starch, individual sugars, fibre, alcohol), folic acid, vitamin C and caffeine were imputed zero.",6.25,0.92,0,100%,0%,18101,Beef
F000934,6916,Recipe,"Beef, strips, lean, casseroled, no added fat","Cooked beef, purchased as strips and likely to be from various regions of the carcase. Casseroled with no added fat. Lean muscle meat only, with all possible internal and external separable fat removed after cooking.",These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,100%,0%,18101,Beef
F000933,6879,Recipe,"Beef, stir-fry strips, untrimmed, raw","Raw beef, purchased as strips and likely to be from various regions of the carcase. Lean muscle meat with internal and external fat attached.",These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,"99.4% (lean meat 98.2%, internal/external fat 1.2%)",0.6% (bone/gristle),18101,Beef
F000932,6880,Recipe,"Beef, stir-fry strips, untrimmed, dry-fried, no added fat","Cooked beef, purchased as strips and likely to be from various regions of the carcase. Fried for 3-5 minutes with no added fat. Lean muscle meat with internal and external fat attached.",These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,"99.6% (lean meat 98.8%, internal/external fat 0.8%)",0.4% (bone/gristle),18101,Beef
F000935,6917,Recipe,"Beef, strips, untrimmed, casseroled, no added fat","Cooked beef, purchased as strips and likely to be from various regions of the carcase. Casseroled with no added fat. Lean muscle meat with all internal and external separable fat attached.",These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,98.1% (lean meat),"1.9% (internal/external fat 1.5%, bone/gristle 0.4%)",18101,Beef
F000881,6899,Recipe,"Beef, steak, with bone, T-bone or blade, lean, raw",Raw beef from the fore portion of the carcase. Lean muscle meat with some inseparable internal fat. All possible internal and external separable fat removed.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,"89% (lean meat 86.3%, inseparable internal fat 2.7%)","11% (external fat 5.7%, internal fat 3%, bone/gristle 2.3%)",18101,Beef
F000880,6900,Recipe,"Beef, steak, with bone, T-bone or blade, lean, grilled, no added fat",Cooked beef from the fore portion of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with some inseparable internal fat. All possible internal and external separable fat removed after cooking.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,"86.8% (lean meat 85.1%, inseparable internal fat 1.7%)","13.2% (external fat 3%, internal fat 3.2%, bone/gristle 7%)",18101,Beef
F000883,6901,Recipe,"Beef, steak, with bone, T-bone or blade, semi-trimmed, raw",Raw beef from the fore portion of the carcase. Lean muscle meat with internal fat. All possible external fat removed.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients. ,0,0,0,"92% (lean meat 86.3%, internal fat 5.7%)","8% (external fat 5.7%, bone/gristle 2.3%)",18101,Beef
F000882,6902,Recipe,"Beef, steak, with bone, T-bone or blade, semi-trimmed, grilled, no added fat",Cooked beef from the fore portion of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with internal fat. Majority of external separable fat removed after cooking.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,"90% (lean meat 85.1%, internal fat 4.9%)","10% (external fat 3%, bone/gristle 7%)",18101,Beef
F000885,6903,Recipe,"Beef, steak, with bone, T-bone or blade, untrimmed, raw",Raw beef from the fore portion of the carcase. Lean muscle meat with internal and external fat attached.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,"97.7% (lean meat 86.3%, internal fat 5.7%, external fat 5.7%)",2.3% (Bone/gristle),18101,Beef
F000884,6904,Recipe,"Beef, steak, with bone, T-bone or blade, untrimmed, grilled, no added fat",Cooked beef from the fore portion of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with internal and external fat attached.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,"93% (lean meat 85.1%, internal fat 4.9%, external fats 3%)",7% (Bone/gristle),18101,Beef
F000887,6881,Analysed,"Beef, steak, with bone, T-bone, lean, raw","Raw beef from the midsection of the carcase. Lean muscle meat only, with all possible internal and external separable fat removed.","Proximates were derived from a composite of 10 samples of T-bone steak purchased in Melbourne and Sydney in 2002 (MLA, 2007). Most vitamins, minerals and fatty acids were derived from a pooled sample of fillet, sirloin, scotch fillet and T-bone cuts using the samples gathered for proximate analysis in the same program. Vitamin D was based on pooled data for raw beef analysed in 2015/16. B6, B12 and Se were derived from samples of rib eye steak purchased in Adelaide in 1992. Iodine was derived from 10 samples of grilled beef rump steak purchased in 2006. Tryptophan was estimated as the average of 4 samples of mince and rump steak analysed in 2006 and 2008. Vitamin C was imputed from a composite sample of lean blade steak purchased in Adelaide in 1988. Ash was imputed from veal. Folate was imputed from beef mince. Proximates (starch, individual sugars, fibre, alcohol), folic acid and caffeine were imputed zero.",6.25,0.92,0,100%,0%,18101,Beef
F000886,6882,Analysed,"Beef, steak, with bone, T-bone, lean, grilled, no added fat","Cooked beef from the midsection of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat only, with all possible internal and external separable fat removed after cooking.","Proximates were derived from a composite of 10 samples of T-bone steak purchased in Melbourne and Sydney in 2002 (MLA, 2007). Most vitamins, minerals and fatty acids were derived from a pooled sample of fillet, sirloin, scotch fillet and T-bone cuts using the samples gathered for proximate analysis in the same program. B6 and B12 were derived from stir fry strips analysed as part of the same program. Vitamin D was based on pooled data for raw beef analysed in 2015/16. Se was derived from samples of skirt steak purchased in Adelaide in 1992. Iodine was derived from 10 samples of grilled beef rump steak purchased in 2006. Tryptophan was estimated as the average of 4 samples of mince and rump steak analysed in 2006 and 2008. Ash was imputed from veal. Folate was imputed from beef mince. Proximates (starch, individual sugars, fibre, alcohol), folic acid, vitamin C and caffeine were imputed zero.",6.25,0.92,0,100%,0%,18101,Beef
F000889,6883,Recipe,"Beef, steak, with bone, T-bone, semi-trimmed, raw",Raw beef from the midsection of the carcase. Lean muscle meat with internal fat. Majority of external fat removed.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,"71.4% (lean meat 62.4%, internal fat 9.0%)","27.5% (external fat 12%, bone/gristle 15.5%)",18101,Beef
F000888,6884,Recipe,"Beef, steak, with bone, T-bone, semi-trimmed, grilled, no added fat",Cooked beef from the midsection of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with internal fat. Majority of external fat removed after cooking.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,"70.5% (lean meat 62.1%, internal fat 8.4%)","29.6% (external fat 7.8%, bone/gristle 21.8%)",18101,Beef
F000891,6885,Recipe,"Beef, steak, with bone, T-bone, untrimmed, raw",Raw beef from the midsection of the carcase. Lean muscle meat with internal and external fat attached.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,"83.4% (lean meat 62.4%, internal fat 9.0%, external fat 12%)",15.5% (bone/gristle),18101,Beef
F000890,6886,Recipe,"Beef, steak, with bone, T-bone, untrimmed, grilled, no added fat",Cooked beef from the midsection of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with internal and external fat attached.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,"78.3% (lean meat 62.1%, internal fat 8.4%, external fat 7.8%)",21.8% (bone/gristle),18101,Beef
F000961,6887,Analysed,"Beef, topside roast, lean, raw","Raw beef from the hind portion of the carcase. Lean muscle meat only, with all possible internal and external separable fat removed.","Proximates were derived from a composite of 10 samples of topside roast purchased in Melbourne and Sydney in 2002 (MLA, 2007). Most vitamins, minerals and fatty acids were derived from a pooled sample of topside and silverside cuts using the samples gathered for proximate analysis in the same program. Vitamin D was based on pooled data for raw beef analysed in 2015/16. B6, B12 and Se were derived from samples of topside roast purchased in Adelaide during 1992. Iodine was derived from 10 samples of grilled beef rump steak purchased in 2006. Tryptophan was estimated as the average of 4 samples of mince and rump steak analysed in 2006 and 2008. Vitamin C was imputed from a composite sample of lean blade steak purchased in Adelaide in 1988. Folate was imputed from beef mince. Proximates (starch, individual sugars, fibre, alcohol), folic acid and caffeine were imputed zero.",6.25,0.92,0,100%,0%,18101,Beef
F000962,6888,Analysed,"Beef, topside roast, lean, roasted, no added fat","Cooked beef from the hind portion of the carcase. Oven baked to an internal temperature of 70 degrees celsius with no added fat. Lean muscle meat only, with all possible internal and external separable fat removed after cooking.","Proximates were derived from a composite of 10 samples of topside roast purchased in Melbourne and Sydney in 2002 (MLA, 2007). Most vitamins, minerals and fatty acids were derived from a pooled sample of topside and silverside cuts using the samples gathered for proximate analysis in the same program. Vitamin D was based on pooled data for raw beef analysed in 2015/16. B6, B12 and Se were derived from samples of topside roast purchased in Adelaide in 1992. Iodine was derived from 10 samples of grilled beef rump steak purchased in 2006. Tryptophan was estimated as the average of 4 samples of mince and rump steak analysed in 2006 and 2008. Ash was imputed from veal. Folate was imputed from beef mince. Proximates (starch, individual sugars, fibre, alcohol), folic acid, vitamin C and caffeine were imputed zero.",6.25,0.92,0,100%,0%,18101,Beef
F000963,6889,Recipe,"Beef, topside roast, semi-trimmed, raw",Raw beef from the hind portion of the carcase. Lean muscle meat with internal fat. Majority of external fat removed.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,"92.9% (lean meat 89.7%, internal fat 3.2%)","7.1% (external fat 6.4%, bone/gristle 0.7%)",18101,Beef
