is_cancelled,lead_time,country,company,children,adults,meal,reservation_status_date,booking_changes
0,110,FRA,,0.0,2,BB,2015-12-13,0
0,110,FRA,,0.0,2,BB,2015-12-13,0
0,110,FRA,,0.0,2,BB,2015-12-13,0
0,110,FRA,,0.0,2,BB,2015-12-13,0
0,110,FRA,,0.0,2,BB,2015-12-13,0
0,110,FRA,,0.0,2,BB,2015-12-13,0
0,1,PRT,,0.0,2,SC,2015-12-11,0
0,10,PRT,,0.0,2,BB,2015-12-12,0
0,2,PRT,,0.0,2,SC,2015-12-12,0
0,98,PRT,,0.0,2,BB,2015-12-13,0
0,2,ESP,,0.0,2,BB,2015-12-13,0
0,4,PRT,,0.0,2,BB,2015-12-13,0
1,125,PRT,,0.0,2,BB,2015-11-26,0
0,98,PRT,,0.0,2,BB,2015-12-13,0
0,118,POL,,0.0,3,BB,2015-12-14,2
0,100,PRT,,0.0,2,BB,2015-12-15,0
0,100,FRA,,0.0,2,BB,2015-12-15,0
0,100,FRA,,0.0,1,BB,2015-12-15,0
0,100,FRA,,0.0,2,BB,2015-12-15,0
0,100,FRA,,0.0,2,BB,2015-12-15,0
1,6,PRT,,3.0,0,BB,2015-12-10,0
1,8,PRT,,0.0,2,BB,2015-12-10,0
0,11,BEL,,0.0,1,BB,2015-12-16,0
0,1,IRL,,0.0,1,BB,2015-12-15,0
0,3,ESP,,0.0,1,BB,2015-12-15,0
1,8,BRA,,2.0,2,BB,2015-12-07,0
1,99,PRT,,0.0,2,BB,2015-09-12,0
0,2,PRT,,0.0,2,BB,2015-12-17,0
1,11,PRT,,0.0,2,BB,2015-12-14,0
0,1,PRT,,0.0,1,BB,2015-12-17,0
0,6,UKR,,0.0,1,BB,2015-12-17,4
1,2,FRA,,0.0,2,BB,2015-12-16,0
0,8,FRA,,0.0,2,BB,2015-12-20,0
0,2,ITA,,0.0,2,SC,2015-12-19,0
0,6,USA,,0.0,1,BB,2015-12-19,0
0,6,BRA,,0.0,1,BB,2015-12-19,0
1,124,PRT,,0.0,2,BB,2015-09-28,0
0,8,BRA,,0.0,2,BB,2015-12-20,4
0,6,PRT,,2.0,0,BB,2015-12-19,0
0,6,PRT,,0.0,2,BB,2015-12-19,3
0,2,PRT,,1.0,1,BB,2015-12-19,0
0,9,PRT,,0.0,2,SC,2015-12-19,0
1,17,ITA,,0.0,2,BB,2015-12-14,0
0,3,ALB,,0.0,2,BB,2015-12-20,0
0,2,PRT,,1.0,2,BB,2015-12-20,1
1,6,FRA,,0.0,2,BB,2015-12-13,0
0,7,GBR,,0.0,2,BB,2015-12-21,1
1,107,PRT,,0.0,2,BB,2015-10-26,0
0,0,PRT,,0.0,2,SC,2015-12-20,0
0,3,PRT,,0.0,2,SC,2015-12-20,0
0,5,PRT,,0.0,2,BB,2015-12-20,1
1,4,PRT,,2.0,2,BB,2015-12-15,0
0,1,PRT,,0.0,2,BB,2015-12-20,1
0,1,PRT,,0.0,2,BB,2015-12-20,0
0,8,CN,,0.0,2,BB,2015-12-21,2
0,4,PRT,,0.0,2,BB,2015-12-20,0
1,102,PRT,,0.0,2,BB,2015-11-02,0
0,5,PRT,,0.0,2,SC,2015-12-21,3
0,6,DEU,,0.0,2,BB,2015-12-21,0
0,132,CN,,0.0,2,BB,2015-12-24,0
0,132,CN,,0.0,2,BB,2015-12-24,0
0,7,DEU,,0.0,2,BB,2015-12-21,0
0,10,USA,,0.0,2,SC,2015-12-24,0
0,0,CHE,,0.0,2,SC,2015-12-22,0
0,0,GBR,,0.0,2,SC,2015-12-22,1
0,4,MAR,,0.0,2,BB,2015-12-23,1
0,108,BEL,,0.0,2,BB,2015-12-25,0
0,108,BEL,,0.0,2,BB,2015-12-25,0
0,0,PRT,,0.0,2,BB,2015-12-23,0
0,3,PRT,,0.0,1,BB,2015-12-23,0
0,19,CHN,,0.0,2,BB,2015-12-24,0
0,19,CHN,,0.0,2,BB,2015-12-24,0
0,15,PRT,,0.0,2,BB,2015-12-24,0
0,1,DEU,,0.0,2,BB,2015-12-26,1
0,1,DEU,,2.0,0,BB,2015-12-26,0
1,10,ITA,,0.0,2,BB,2015-12-13,0
0,125,GBR,,0.0,2,BB,2015-12-27,0
1,10,ITA,,0.0,2,BB,2015-12-13,0
0,2,ETH,,0.0,3,BB,2015-12-29,0
0,107,FRA,,0.0,1,BB,2015-12-29,0
0,7,PRT,,0.0,1,SC,2015-12-30,0
0,0,PRT,,0.0,2,SC,2015-12-25,0
0,2,PRT,,0.0,2,SC,2015-12-25,1
1,12,BEL,,0.0,2,BB,2015-12-12,1
1,12,BEL,,2.0,0,BB,2015-12-19,0
0,5,PRT,,0.0,2,SC,2015-12-26,0
0,2,BEL,,0.0,2,BB,2015-12-27,0
1,115,PRT,,0.0,2,BB,2015-12-08,0
0,22,MEX,,0.0,2,BB,2015-12-28,0
0,11,PRT,,1.0,2,SC,2015-12-26,1
0,125,BEL,,0.0,2,BB,2015-12-26,0
0,17,PRT,,0.0,2,BB,2015-12-25,1
0,17,PRT,,0.0,2,BB,2015-12-27,0
0,11,FRA,,0.0,2,BB,2015-12-28,0
0,4,ESP,,0.0,2,BB,2015-12-28,0
0,12,FRA,,0.0,2,BB,2015-12-28,1
0,9,THA,,0.0,2,BB,2015-12-30,0
0,1,GBR,,0.0,3,BB,2015-12-27,0
0,3,PRT,,0.0,2,SC,2015-12-27,0
0,19,BRA,,0.0,2,BB,2015-12-28,0
0,19,BRA,,0.0,2,BB,2015-12-28,1
0,10,ESP,,0.0,2,BB,2015-12-29,0
1,18,ESP,,0.0,2,BB,2015-12-20,0
0,8,ESP,,0.0,2,BB,2015-12-29,1
0,119,BEL,,0.0,2,BB,2015-12-29,0
0,11,ESP,,0.0,2,BB,2015-12-29,1
0,22,FRA,,0.0,2,BB,2015-12-29,0
0,119,BEL,,0.0,2,BB,2015-12-29,0
0,7,ESP,,2.0,0,BB,2015-12-29,0
0,14,ESP,,0.0,2,BB,2015-12-29,0
0,14,ESP,,0.0,2,BB,2015-12-29,0
1,14,FRA,,0.0,2,BB,2015-12-13,0
1,14,FRA,,0.0,2,BB,2015-12-13,0
0,0,EGY,,0.0,2,SC,2015-12-30,0
0,10,ESP,,0.0,2,BB,2015-12-30,0
0,37,SWE,8.0,0.0,2,BB,2015-12-30,1
0,5,FIN,,0.0,2,SC,2015-12-30,0
0,8,PRT,,0.0,2,SC,2015-12-31,0
0,13,ESP,,2.0,2,BB,2015-12-31,0
0,4,USA,,0.0,2,BB,2016-01-02,0
1,13,PRT,,1.0,2,BB,2015-12-27,0
0,22,JPN,,2.0,2,BB,2015-12-29,0
0,1,PRT,,0.0,2,SC,2015-12-29,0
0,15,FIN,,0.0,2,SC,2015-12-30,0
0,8,JPN,,0.0,2,SC,2015-12-30,0
0,21,CHN,,0.0,2,BB,2015-12-30,0
0,9,ESP,,0.0,2,BB,2015-12-30,0
0,3,ESP,,0.0,2,BB,2015-12-30,2
0,8,JPN,,0.0,2,SC,2015-12-30,0
0,11,ESP,,0.0,2,BB,2015-12-30,0
0,0,BEL,,0.0,2,SC,2015-12-30,0
1,14,FRA,,0.0,2,BB,2015-12-13,0
0,14,FRA,,0.0,2,BB,2015-12-31,0
1,14,FRA,,0.0,2,BB,2015-12-13,0
0,14,FRA,,0.0,2,BB,2015-12-31,0
0,21,USA,,2.0,2,BB,2015-12-31,0
0,121,PRT,,0.0,2,BB,2015-12-31,0
0,5,FRA,,0.0,2,BB,2016-01-02,1
0,17,ESP,,0.0,2,BB,2015-12-29,0
0,17,ESP,,0.0,2,BB,2015-12-29,0
0,0,PRT,,0.0,2,BB,2015-12-29,0
0,12,ITA,,0.0,2,SC,2015-12-29,0
0,0,USA,,0.0,2,BB,2015-12-29,0
0,21,FRA,,0.0,2,BB,2015-12-30,0
0,1,CHE,,0.0,2,SC,2015-12-30,0
0,21,FRA,,0.0,2,BB,2015-12-30,0
0,20,FRA,,0.0,2,BB,2015-12-31,0
0,20,ESP,,2.0,2,BB,2015-12-31,0
0,17,ESP,,0.0,2,BB,2016-01-01,0
0,10,FRA,,0.0,2,BB,2016-01-01,0
1,133,PRT,,0.0,2,BB,2015-11-23,0
0,6,ITA,,0.0,3,BB,2016-01-01,0
0,1,FRA,,0.0,2,BB,2016-01-01,0
0,124,DEU,,0.0,2,BB,2016-01-01,1
0,118,PRT,,0.0,2,BB,2016-01-02,0
1,114,PRT,,0.0,3,BB,2015-09-10,0
0,118,ESP,,0.0,2,BB,2016-01-02,0
1,17,ITA,,0.0,2,BB,2015-12-14,0
1,119,PRT,,0.0,2,SC,2015-12-26,1
0,2,DZA,,0.0,2,BB,2016-01-04,0
1,118,PRT,,0.0,2,BB,2015-12-28,0
0,0,BEL,,0.0,2,BB,2015-12-30,0
1,5,ESP,,0.0,1,BB,2015-12-25,0
0,2,BEL,,0.0,2,BB,2015-12-31,0
0,2,FRA,,0.0,3,BB,2015-12-31,0
0,120,GBR,,0.0,2,BB,2015-12-31,0
0,7,KOR,,0.0,1,BB,2015-12-31,0
0,119,PRT,,0.0,2,SC,2015-12-30,0
0,0,PRT,,0.0,2,BB,2015-12-30,0
1,146,PRT,,0.0,2,BB,2015-11-23,0
0,146,AUT,,0.0,2,BB,2016-01-01,0
0,7,FRA,,0.0,2,BB,2016-01-01,0
0,146,AUT,,0.0,1,BB,2016-01-01,1
1,146,PRT,,0.0,2,BB,2015-11-23,0
0,146,AUT,,0.0,2,BB,2016-01-01,0
0,146,AUT,,0.0,2,BB,2016-01-01,0
0,146,AUT,,0.0,2,BB,2016-01-01,0
0,144,DEU,,0.0,2,BB,2016-01-01,0
0,146,AUT,,0.0,2,BB,2016-01-01,0
0,146,PRT,,0.0,2,BB,2016-01-01,0
0,146,AUT,,0.0,2,BB,2016-01-01,0
0,140,PRT,,0.0,2,BB,2016-01-01,0
1,8,BRA,,0.0,2,BB,2015-12-25,0
0,146,AUT,,0.0,2,BB,2016-01-01,0
1,146,PRT,,0.0,2,BB,2015-11-30,0
1,147,PRT,,0.0,2,BB,2015-08-05,0
0,146,AUT,,0.0,2,BB,2016-01-01,0
0,120,PRT,,0.0,2,BB,2016-01-01,0
1,123,PRT,,0.0,2,BB,2015-12-28,0
0,144,DEU,,0.0,2,BB,2016-01-01,0
0,146,AUT,,0.0,2,BB,2016-01-01,0
0,146,AUT,,0.0,2,BB,2016-01-01,0
0,159,ITA,,0.0,2,BB,2016-01-02,1
0,159,ITA,,0.0,2,BB,2016-01-02,1
0,159,ITA,,0.0,2,BB,2016-01-02,1
0,159,ITA,,0.0,2,BB,2016-01-02,1
0,116,NLD,,0.0,2,BB,2016-01-02,0
0,22,BEL,,0.0,2,BB,2016-01-02,0
1,208,PRT,,0.0,2,BB,2015-08-20,0
0,159,PRT,,0.0,2,BB,2016-01-02,1
1,197,PRT,,0.0,2,BB,2015-08-20,0
1,140,PRT,,0.0,2,BB,2015-10-19,0
1,140,PRT,,0.0,2,BB,2015-10-19,0
1,140,PRT,,0.0,2,BB,2015-10-19,0
1,140,PRT,,0.0,2,BB,2015-10-19,0
1,140,PRT,,0.0,2,BB,2015-10-19,0
1,140,PRT,,0.0,2,BB,2015-10-19,0
1,140,PRT,,0.0,2,BB,2015-10-19,0
1,140,PRT,,0.0,2,BB,2015-10-19,0
1,140,PRT,,0.0,2,BB,2015-10-19,0
1,140,PRT,,0.0,2,BB,2015-10-19,0
1,140,PRT,,0.0,2,BB,2015-10-19,0
1,140,PRT,,0.0,2,BB,2015-10-19,0
1,140,PRT,,0.0,2,BB,2015-10-19,0
1,140,PRT,,0.0,2,BB,2015-10-19,0
1,140,PRT,,0.0,2,BB,2015-10-19,0
1,140,PRT,,0.0,2,BB,2015-10-19,0
1,140,PRT,,0.0,2,BB,2015-10-19,0
1,140,PRT,,0.0,2,BB,2015-10-19,0
0,129,DEU,,0.0,2,BB,2016-01-03,0
1,140,PRT,,0.0,2,BB,2015-10-19,0
1,140,PRT,,0.0,2,BB,2015-10-19,0
1,140,PRT,,0.0,2,BB,2015-10-19,0
1,140,PRT,,0.0,2,BB,2015-10-19,0
1,22,ESP,,2.0,2,BB,2015-12-25,8
1,140,PRT,,0.0,2,BB,2015-10-19,0
1,140,PRT,,0.0,2,BB,2015-10-19,0
1,140,PRT,,0.0,2,BB,2015-10-19,0
0,1,FRA,,0.0,2,SC,2015-12-31,0
0,0,FRA,,0.0,2,BB,2015-12-31,0
0,1,PRT,,0.0,2,BB,2015-12-31,0
1,4,ESP,,0.0,2,BB,2015-12-27,0
1,160,PRT,,0.0,2,BB,2015-12-23,0
0,160,ITA,,0.0,2,BB,2016-01-02,0
0,15,ESP,,0.0,2,BB,2016-01-01,0
1,160,PRT,,0.0,2,BB,2015-12-23,0
0,1,FRA,,0.0,2,BB,2016-01-02,0
0,160,ITA,,0.0,2,BB,2016-01-02,0
0,160,ITA,,0.0,2,BB,2016-01-02,0
0,160,ITA,,0.0,2,BB,2016-01-02,0
0,160,ITA,,0.0,2,BB,2016-01-02,0
1,160,PRT,,0.0,2,BB,2015-12-23,0
1,160,PRT,,0.0,2,BB,2015-12-23,0
0,1,FRA,,0.0,2,BB,2016-01-02,0
1,160,PRT,,0.0,2,BB,2015-12-23,0
0,160,ITA,,0.0,2,BB,2016-01-02,0
0,160,PRT,,0.0,2,BB,2016-01-02,0
1,160,PRT,,0.0,2,BB,2015-12-23,0
1,160,PRT,,0.0,2,BB,2015-12-23,0
1,160,PRT,,0.0,2,BB,2015-12-23,0
0,9,LUX,,0.0,2,BB,2016-01-02,0
1,11,ESP,,0.0,2,BB,2015-12-19,0
0,1,BEL,,2.0,2,BB,2016-01-03,0
0,0,FRA,,0.0,2,BB,2016-01-03,0
1,148,PRT,,0.0,2,BB,2015-11-11,0
1,148,PRT,,0.0,2,BB,2015-11-11,0
1,148,PRT,,0.0,2,BB,2015-11-11,0
0,11,PRT,,1.0,2,BB,2016-01-03,0
1,148,PRT,,0.0,2,BB,2015-11-11,0
1,148,PRT,,0.0,2,BB,2015-11-11,0
1,148,PRT,,0.0,2,BB,2015-11-11,0
1,148,PRT,,0.0,2,BB,2015-11-11,0
1,148,PRT,,0.0,2,BB,2015-11-11,0
1,148,PRT,,0.0,2,BB,2015-11-11,0
1,148,PRT,,0.0,2,BB,2015-11-11,0
1,148,PRT,,0.0,2,BB,2015-11-11,0
1,148,PRT,,0.0,2,BB,2015-11-11,0
1,148,PRT,,0.0,2,BB,2015-11-11,0
1,148,PRT,,0.0,2,BB,2015-11-11,0
1,148,PRT,,0.0,2,BB,2015-11-11,0
1,148,PRT,,0.0,2,BB,2015-11-11,0
1,15,ESP,,0.0,2,BB,2015-12-25,0
1,148,PRT,,0.0,2,BB,2015-11-11,0
1,148,PRT,,0.0,2,BB,2015-11-11,0
1,148,PRT,,0.0,2,BB,2015-11-11,0
1,148,PRT,,0.0,2,BB,2015-11-11,0
1,12,BRA,,0.0,2,BB,2015-12-25,0
0,1,FRA,,0.0,2,BB,2016-01-01,1
0,1,PRT,,0.0,2,BB,2016-01-01,0
0,0,FRA,,0.0,2,BB,2016-01-01,0
0,1,FRA,,0.0,2,BB,2016-01-01,2
0,0,TUN,,0.0,2,SC,2016-01-01,0
0,1,PRT,,0.0,2,BB,2016-01-01,0
1,22,PRT,,0.0,2,BB,2015-12-20,0
1,4,PRT,,0.0,2,BB,2015-12-29,0
0,0,BRA,,0.0,2,BB,2016-01-02,0
0,2,PHL,,0.0,2,BB,2016-01-02,0
0,6,RUS,,0.0,2,BB,2016-01-02,0
0,1,PRT,,0.0,2,BB,2016-01-01,0
0,1,ITA,,0.0,3,SC,2016-01-03,0
1,148,PRT,,0.0,2,BB,2015-11-11,0
1,148,PRT,,0.0,2,BB,2015-11-11,0
1,148,PRT,,0.0,2,BB,2015-11-11,0
1,148,PRT,,0.0,2,BB,2015-11-11,0
1,148,PRT,,0.0,2,BB,2015-11-11,0
1,148,PRT,,0.0,2,BB,2015-11-11,0
1,148,PRT,,0.0,2,BB,2015-11-11,0
1,148,PRT,,0.0,2,BB,2015-11-11,0
1,148,PRT,,0.0,2,BB,2015-11-11,0
1,148,PRT,,0.0,2,BB,2015-11-11,0
0,2,ITA,,0.0,2,BB,2016-01-04,0
1,148,PRT,,0.0,2,BB,2015-11-11,0
1,148,PRT,,0.0,2,BB,2015-11-11,0
1,148,PRT,,0.0,2,BB,2015-11-11,0
1,148,PRT,,0.0,2,BB,2015-11-11,0
1,28,FRA,,0.0,2,BB,2015-12-19,0
1,148,PRT,,0.0,2,BB,2015-11-11,0
0,7,PRT,,0.0,1,BB,2016-01-06,1
0,4,TUR,,0.0,2,SC,2016-01-09,0
1,119,PRT,,0.0,2,BB,2015-12-31,1
0,0,TUN,,0.0,2,BB,2016-01-02,0
0,0,ITA,,0.0,2,SC,2016-01-02,0
0,19,ESP,,0.0,1,BB,2016-01-03,0
0,30,USA,,0.0,2,SC,2016-01-03,0
0,17,ESP,,0.0,2,BB,2016-01-04,0
0,19,PRT,,0.0,2,BB,2016-01-04,0
0,19,PRT,,2.0,2,BB,2016-01-04,0
0,18,ESP,,1.0,2,BB,2016-01-04,4
0,22,ESP,,0.0,2,BB,2016-01-05,1
1,25,ESP,,2.0,2,BB,2015-12-07,0
0,0,USA,,0.0,2,BB,2016-01-03,0
0,0,BRA,,0.0,2,SC,2016-01-03,0
0,18,PRT,,0.0,2,BB,2016-01-03,0
0,7,DEU,,0.0,2,BB,2016-01-03,0
0,1,BRA,,0.0,2,BB,2016-01-03,2
0,4,IRL,,0.0,1,BB,2016-01-04,0
0,6,ESP,,0.0,2,BB,2016-01-04,0
0,4,PRT,,0.0,1,BB,2016-01-04,0
0,0,DEU,,0.0,1,BB,2016-01-04,0
1,150,PRT,,0.0,2,HB,2015-11-04,0
0,1,BEL,,0.0,2,BB,2016-01-05,0
1,150,PRT,,0.0,2,HB,2015-11-04,0
1,150,PRT,,0.0,2,HB,2015-11-04,0
1,150,PRT,,0.0,2,HB,2015-11-04,0
1,150,PRT,,0.0,2,HB,2015-11-04,0
1,150,PRT,,0.0,2,HB,2015-11-04,0
1,11,ESP,,0.0,2,BB,2015-12-30,1
1,10,ESP,,0.0,2,BB,2015-12-31,0
1,8,ESP,,0.0,2,BB,2015-12-28,0
1,150,PRT,,0.0,2,HB,2015-11-04,0
0,1,ESP,,0.0,2,BB,2016-01-05,0
1,150,PRT,,0.0,2,HB,2015-11-04,0
1,150,PRT,,0.0,2,HB,2015-11-04,0
1,150,PRT,,0.0,2,HB,2015-11-04,0
1,150,PRT,,0.0,2,HB,2015-11-04,0
0,1,PRT,,0.0,2,BB,2016-01-05,0
0,1,ESP,,0.0,2,BB,2016-01-05,0
1,150,PRT,,0.0,2,HB,2015-11-04,0
1,150,PRT,,0.0,2,HB,2015-11-04,0
1,150,PRT,,0.0,2,HB,2015-11-04,0
1,150,PRT,,0.0,2,HB,2015-11-04,0
1,150,PRT,,0.0,2,HB,2015-11-04,0
1,150,PRT,,0.0,2,HB,2015-11-04,0
1,150,PRT,,0.0,2,HB,2015-11-04,0
1,150,PRT,,0.0,2,HB,2015-11-04,0
1,150,PRT,,0.0,2,HB,2015-11-04,0
1,150,PRT,,0.0,2,HB,2015-11-04,0
0,8,DEU,,0.0,2,BB,2016-01-05,0
1,150,PRT,,0.0,2,HB,2015-11-04,0
1,150,PRT,,0.0,2,HB,2015-11-04,0
1,150,PRT,,0.0,2,HB,2015-11-04,0
1,150,PRT,,0.0,2,HB,2015-11-04,0
0,12,BRA,,0.0,2,BB,2016-01-06,0
0,4,FRA,,0.0,2,BB,2016-01-06,0
0,3,ESP,,0.0,2,BB,2016-01-07,0
0,2,PRT,,0.0,1,BB,2016-01-07,0
0,8,ESP,,0.0,2,BB,2016-01-08,0
0,2,FRA,,0.0,2,HB,2016-01-08,0
0,0,CHN,,0.0,2,BB,2016-01-04,0
0,1,PRT,,0.0,1,BB,2016-01-05,0
0,2,ESP,,0.0,2,BB,2016-01-05,0
0,2,USA,,0.0,2,BB,2016-01-05,0
1,145,PRT,,0.0,2,BB,2015-11-04,0
0,0,PRT,,0.0,1,BB,2016-01-04,0
0,2,PRT,,0.0,2,BB,2016-01-04,0
1,1,SAU,,0.0,2,SC,2016-01-03,0
0,30,PRT,,2.0,0,BB,2016-01-04,2
0,0,ESP,,0.0,2,BB,2016-01-04,0
0,31,BRA,,0.0,2,BB,2016-01-04,4
0,2,ITA,,0.0,2,BB,2016-01-04,0
1,145,PRT,,0.0,2,BB,2015-11-04,0
1,145,PRT,,0.0,2,BB,2015-11-04,0
0,1,FRA,,2.0,2,BB,2016-01-06,2
1,145,PRT,,0.0,2,BB,2015-11-04,0
1,145,PRT,,0.0,2,BB,2015-11-04,0
1,145,PRT,,0.0,2,BB,2015-11-04,0
1,145,PRT,,0.0,2,BB,2015-11-04,0
1,145,PRT,,0.0,2,BB,2015-11-04,0
1,145,PRT,,0.0,2,BB,2015-11-04,0
1,145,PRT,,0.0,2,BB,2015-11-04,0
1,145,PRT,,0.0,2,BB,2015-11-04,0
1,145,PRT,,0.0,2,BB,2015-11-04,0
1,145,PRT,,0.0,2,BB,2015-11-04,0
1,145,PRT,,0.0,2,BB,2015-11-04,0
1,145,PRT,,0.0,2,BB,2015-11-04,0
0,2,FRA,,0.0,2,BB,2016-01-07,0
0,3,FIN,,0.0,1,SC,2016-01-09,0
0,1,PRT,,0.0,1,BB,2016-01-05,0
0,29,DEU,,0.0,2,BB,2016-01-05,0
0,9,ITA,,0.0,2,BB,2016-01-05,0
0,0,GBR,,0.0,1,BB,2016-01-05,0
0,1,DEU,,0.0,2,BB,2016-01-05,0
0,0,GBR,,0.0,1,BB,2016-01-05,0
0,0,DEU,,0.0,1,SC,2016-01-05,0
0,9,ITA,,0.0,2,BB,2016-01-05,0
0,2,FRA,,0.0,1,BB,2016-01-05,0
0,4,ESP,,0.0,1,BB,2016-01-05,0
0,1,CHE,,0.0,2,BB,2016-01-05,0
0,1,BRA,,0.0,2,BB,2016-01-06,0
0,2,ITA,,0.0,2,SC,2016-01-06,0
0,1,PRT,,0.0,2,SC,2016-01-06,0
0,1,BRA,,0.0,2,BB,2016-01-06,0
0,7,ESP,,0.0,1,BB,2016-01-07,0
0,9,GBR,,0.0,2,BB,2016-01-07,0
0,7,ESP,,0.0,1,BB,2016-01-07,0
0,28,ESP,,0.0,2,BB,2016-01-08,0
0,2,ITA,,0.0,2,SC,2016-01-08,0
0,1,ITA,,0.0,2,BB,2016-01-08,0
0,28,ESP,,0.0,2,BB,2016-01-08,0
0,28,ESP,,0.0,3,BB,2016-01-08,0
0,0,ITA,,0.0,1,BB,2016-01-06,0
0,3,PRT,,0.0,2,SC,2016-01-06,0
0,0,ESP,,0.0,2,SC,2016-01-07,1
0,0,CHN,,0.0,2,BB,2016-01-07,0
0,33,FRA,,0.0,2,BB,2016-01-08,0
0,1,PRT,,0.0,2,BB,2016-01-22,6
0,3,PRT,,0.0,2,SC,2016-01-07,0
0,4,BRA,,0.0,2,SC,2016-01-07,0
0,1,COL,,0.0,2,BB,2016-01-07,0
0,0,GBR,,0.0,1,BB,2016-01-07,0
0,0,PRT,,0.0,1,BB,2016-01-07,0
0,0,PRT,,0.0,1,BB,2016-01-07,0
0,0,KOR,,0.0,1,BB,2016-01-07,0
0,1,USA,,0.0,2,BB,2016-01-07,0
0,33,BRA,,2.0,0,BB,2016-01-08,0
0,0,ITA,,0.0,2,BB,2016-01-08,0
0,24,BRA,,0.0,2,BB,2016-01-08,0
0,24,BRA,,0.0,2,BB,2016-01-08,0
0,0,MEX,,0.0,2,SC,2016-01-07,0
0,34,BRA,,0.0,2,BB,2016-01-08,0
0,24,BRA,,0.0,2,BB,2016-01-08,0
0,2,ESP,,0.0,2,SC,2016-01-09,0
0,4,ITA,,0.0,2,BB,2016-01-10,0
0,24,FIN,,0.0,2,BB,2016-01-11,0
0,1,ARE,,0.0,1,BB,2016-01-08,0
0,0,PRT,,0.0,1,BB,2016-01-08,0
0,0,FRA,,0.0,2,BB,2016-01-08,0
0,0,FRA,,2.0,0,BB,2016-01-08,0
1,5,ESP,,0.0,2,SC,2016-01-04,0
0,2,IND,,0.0,2,BB,2016-01-10,1
0,6,ESP,,0.0,2,BB,2016-01-10,0
1,2,PRT,,0.0,2,BB,2016-01-07,0
0,2,GBR,,0.0,2,BB,2016-01-10,0
0,6,ESP,,0.0,2,BB,2016-01-10,0
1,23,ITA,,0.0,2,BB,2015-12-15,0
1,12,FRA,,0.0,2,BB,2016-01-03,0
0,1,BEL,,0.0,2,SC,2016-01-10,0
0,14,ITA,,0.0,1,BB,2016-01-11,0
0,12,ESP,,0.0,2,BB,2016-01-11,0
0,2,CHE,,0.0,2,BB,2016-01-11,0
0,1,CHN,,0.0,2,SC,2016-01-11,0
0,126,FRA,,0.0,2,BB,2016-01-12,0
0,7,MAR,,0.0,2,BB,2016-01-13,0
0,8,CN,,0.0,2,BB,2016-01-13,0
1,29,BRA,,0.0,2,BB,2016-01-03,0
1,29,BRA,,0.0,2,BB,2016-01-03,0
0,1,ITA,,0.0,2,SC,2016-01-08,0
0,3,PER,,0.0,2,SC,2016-01-09,0
0,3,GBR,,0.0,2,BB,2016-01-09,0
0,4,PRT,,0.0,2,BB,2016-01-09,1
0,1,BRA,,1.0,1,SC,2016-01-09,1
0,3,PER,,0.0,2,SC,2016-01-09,0
0,4,FRA,,0.0,2,BB,2016-01-10,0
0,4,BEL,,0.0,2,SC,2016-01-10,1
1,5,VEN,,0.0,1,BB,2016-01-05,0
0,2,PRT,,0.0,2,SC,2016-01-10,0
0,17,ESP,,0.0,2,BB,2016-01-11,0
1,3,UKR,,0.0,2,SC,2016-01-06,0
1,3,AGO,,0.0,2,BB,2016-01-08,0
0,2,GBR,,0.0,2,SC,2016-01-10,0
0,22,ITA,,0.0,2,SC,2016-01-12,0
0,18,POL,,0.0,2,BB,2016-01-13,0
1,26,PRT,,1.0,1,BB,2015-12-21,0
1,29,PRT,,1.0,1,BB,2015-12-11,0
0,3,GBR,,0.0,2,SC,2016-01-10,0
0,27,IRL,,0.0,2,BB,2016-01-11,0
0,4,GBR,,0.0,1,BB,2016-01-11,0
0,4,GBR,,0.0,1,BB,2016-01-11,0
0,4,GBR,,0.0,1,BB,2016-01-11,0
0,4,PRT,,0.0,1,BB,2016-01-12,0
0,18,FRA,,0.0,2,BB,2016-01-13,0
0,12,FRA,,0.0,1,BB,2016-01-13,0
0,7,ITA,,0.0,2,BB,2016-01-13,0
1,79,PRT,,0.0,2,BB,2016-01-10,0
0,5,POL,,0.0,2,BB,2016-01-14,0
0,9,FIN,,0.0,2,BB,2016-01-14,0
1,8,SAU,,0.0,1,BB,2016-01-10,0
0,6,PRT,,0.0,2,BB,2016-01-30,0
1,4,AGO,,0.0,1,BB,2016-01-10,0
0,12,GBR,,0.0,2,BB,2016-01-17,0
0,23,USA,,0.0,1,SC,2016-01-12,0
0,23,USA,,0.0,2,SC,2016-01-12,0
0,5,FRA,,0.0,2,BB,2016-01-14,0
1,7,ZAF,,0.0,1,BB,2016-01-11,0
1,12,PRT,,0.0,2,BB,2016-01-07,0
1,0,PRT,,0.0,2,BB,2016-01-12,0
0,6,PRT,,0.0,1,BB,2016-01-13,0
0,37,PRT,,0.0,2,BB,2016-01-14,1
0,8,DEU,,0.0,1,BB,2016-01-14,0
0,6,CHN,,0.0,2,SC,2016-01-14,0
1,18,ITA,,0.0,2,BB,2016-01-01,0
1,11,ITA,,0.0,2,BB,2016-01-01,0
0,6,CHN,,0.0,2,SC,2016-01-14,0
0,33,DEU,,0.0,2,BB,2016-01-16,0
1,36,PRT,,0.0,2,BB,2015-12-10,0
0,24,ITA,,0.0,2,BB,2016-01-16,0
0,9,FRA,,0.0,2,BB,2016-01-16,0
